day,latitude,longitude,elevation,slope,rainfall,rainfall_lag_1,rainfall_lag_2,temperature,humidity,flood_risk
0,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,3.6158201586082646,13.123785630731405,31.83260943073346,25.130601248884957,82.70873007370372,1
1,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,2.6492209816113554,8.331687421479582,4.987961345378575,39.44010659263074,80.42636363482333,0
2,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,5.160285321034927,1.2114644357562017,1.3118949097714903,24.5063385990247,62.5483330670149,0
3,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,22.814825931157326,8.237634851167945,5.928469158283548,22.29537743738435,93.00698466747176,2
4,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,15.396811342486327,0.7006669271951631,9.843495204819634,30.870764346852923,54.08626728733891,1
5,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,7.35652944728043,6.62998818414935,1.4500126209745317,38.913962940005646,92.4987685740331,1
6,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,13.268452683122614,6.204462396688857,4.2450373740547525,33.01946934301908,77.27159347034527,1
7,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,0.7715583603255187,7.184704219340354,13.13583830694506,29.184797551939162,52.59782887771342,0
8,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,18.516961281734844,2.2484973368587404,2.393944725986962,23.294127068645917,66.51075324357488,1
9,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,16.964060973798194,7.326905335240429,1.8341106782967074,37.556601563040815,93.97909274757646,1
10,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,24.53616216122924,2.728541664069208,4.800743171458344,39.6997931228175,88.60062381549952,2
11,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,0.3305193436425783,0.6742758781911051,4.987944782168503,38.1844041172312,76.93508989763572,0
12,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,8.265380868586705,1.1146097451660442,8.5550715450477,36.44206321200451,69.02100037537812,0
13,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,17.93253502006046,33.37565162052098,1.8229019449073047,30.466592623894826,64.35689790422877,2
14,28.509999999999998,77.12068965517243,327.36584841970364,8.745623414545383,18.892001318609687,8.617868409396449,8.053716142666207,35.95828319231788,69.79852363312274,1
0,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,29.593970551355586,7.614878374553812,1.375372892714547,33.91798236337605,89.66306752191272,2
1,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,4.570938537548524,19.46164980513362,18.927885168249333,25.538089747556178,99.1760736357611,2
2,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,1.819807084566066,2.256663163146758,1.6289320021405738,37.879794200157406,82.7146276162481,0
3,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,1.9799715150036454,5.803961948898719,7.642290684383695,21.669281699787668,94.12081842036693,0
4,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,19.531438613443296,7.036153280818361,27.320735384400702,28.35521958550199,99.20551595182489,2
5,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,13.228552459616267,10.069577094935209,1.4517423656530781,37.63855516609288,71.37448439603077,1
6,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,2.1241889337922126,0.12687669122935624,6.563403533711005,30.547992442453527,85.96768111845793,0
7,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,26.515483268825136,0.827368001805495,10.51913035008474,23.748238881951643,92.9088526578582,2
8,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,20.51531057533205,7.782558342991005,9.9096955464965,26.287002263674967,73.55839494664073,2
9,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,20.687206871507552,6.148263184240825,3.54282236949245,29.884248945006,91.41246262186093,2
10,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,4.899373685572004,1.908719189412956,9.958747853882269,36.51956425416164,55.031873926176665,0
11,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,3.2912546196976233,1.5311853406083515,3.4209668924484493,29.007019578108252,87.44131684816531,0
12,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,12.63727590642602,9.70030615348931,3.475546971255768,36.8289510616952,73.56435836990823,1
13,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,46.418908999138694,10.055103770097727,1.079822857448202,33.523551241508684,66.25520077158495,2
14,28.509999999999998,77.12758620689655,280.60186404424365,6.321368258887469,13.912858368298636,0.7218490506954433,1.537825523672972,37.114745178115726,61.358977851175744,1
0,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,21.77108894535398,3.274991393787473,8.237510142001879,33.88301147019662,75.63273765725265,2
1,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,4.371486602267785,2.390752601646858,0.27002095368448575,26.078928024814477,82.65813952656416,0
2,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,33.42659335091248,20.495292660963994,11.621688197979024,35.76894686506597,83.24924517379976,2
3,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,3.617913759567242,23.772550921950906,8.88707373936055,31.2088126196088,55.54947346067405,2
4,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,7.109972680607246,6.168498248029955,15.994025534855714,30.93296440375577,69.02002744852048,1
5,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,45.163405924228066,1.1734379962675852,4.39304558921068,20.840493503428107,86.99520603834651,2
6,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,30.023640373966533,3.2855591491401936,15.634698364102636,25.844364609237957,95.53850808219576,2
7,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,16.827226699346035,16.342777671764384,0.1453651713133157,39.256207141480516,86.33354960351616,2
8,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,4.361824336772676,17.684023716049076,2.644952620858553,37.455076791322554,55.62901952059685,1
9,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,14.596026000530241,7.780483709672553,0.8121385722120762,24.837876565176778,50.62020181386574,1
10,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,7.590676519923384,3.5848409483719443,7.297542803324576,25.944756154172346,64.99595557534923,1
11,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,16.313174673924316,0.49340293239955363,18.65569889752943,37.045277487823626,83.39023416132034,2
12,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,10.793839680916083,22.284288904430557,1.6397790086719102,21.579383243816572,61.9755084954769,2
13,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,18.992282830352806,0.35285543495326505,6.993647513756537,39.9087503238262,92.78480469187697,2
14,28.509999999999998,77.13448275862069,278.09945203362025,13.390075666154623,8.843826864105813,0.6575623215253151,14.240553234613914,31.97957016354421,55.746649852978344,1
0,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,1.1827015568935382,24.038077307843388,8.849936885504409,36.58573598633511,93.94894501411336,2
1,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,10.177204044779042,7.286631763115787,4.502952336756595,26.338931755822387,71.72979804293558,1
2,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,17.84025509600071,9.211109078171102,17.84384884503469,28.867600287583755,80.35447893593769,2
3,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,11.973509516291116,8.957461306595128,9.702326500423823,24.748669367496127,75.61818887728953,1
4,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,1.3207895217399699,4.8533873749905965,5.350244869350026,33.04448519090945,97.52655262931017,0
5,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,11.015036691997203,13.60992826356592,5.646067910845418,32.68208062752663,53.54661080668867,1
6,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,3.5226566866216693,4.491867607094905,5.11675053253767,20.912974910047673,57.001204877665884,0
7,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,3.889071049240094,35.58998899231591,3.219920389152896,29.64082116224165,59.80488563691965,2
8,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,11.323328701678992,3.294534279114121,1.8553815883940015,30.33145256891958,50.27528995802104,0
9,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,0.09232262724480361,2.472682368674306,0.2993005267055666,22.160515082613827,66.94303246693758,0
10,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,19.46940731310775,8.487457425913128,5.750472807904501,25.869776464162435,96.58768597164081,2
11,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,6.070356318896019,0.9112101011657558,7.679151809679632,22.27676786953203,67.2611571400846,0
12,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,8.496984356636954,20.732410022989164,5.442583397247624,34.045175320633284,99.64084194995351,2
13,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,1.6917019909917785,3.212133830469017,4.014610918691799,28.436563570776627,70.55105376327728,0
14,28.509999999999998,77.14137931034483,265.80836121681995,12.261653426076613,28.580968592542973,12.518776161694253,7.490013341054021,26.187454357255643,91.18951921106473,2
0,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,37.22926072557787,17.214778108650663,0.012530649984333985,32.728027403668136,52.556769072105034,2
1,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,3.574521878669708,0.6136989358196631,7.406597345030336,33.731798269852135,55.72438190329525,0
2,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,5.810961553792326,6.092408857707893,3.684267584949915,22.42050000970386,70.94738950937378,0
3,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,16.69221227673689,0.7365479050723611,0.6686183645180783,27.095425836719684,97.08628558094625,1
4,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,13.25215966609101,11.352865116996828,3.594332778318445,31.87321582417077,50.50655920138717,1
5,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,12.13038371911251,24.451508595398124,7.585832351142746,37.4739718693269,86.19865277330469,2
6,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,1.5416176443119647,23.27424115981774,0.5500332943210968,30.679349450955275,57.10685618967288,1
7,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,0.14130807137378432,5.482406856437376,2.796921753523021,29.72000987595206,78.85999433672754,0
8,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,0.5366935950709507,1.3125204388468148,6.543198717825973,26.863347063453165,86.45867437747239,0
9,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,12.676694655020523,18.682368994973682,9.43405491282158,28.598621547802964,83.64833111972162,2
10,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,3.865314239761551,3.657351478809945,12.446614526802538,28.928390328031643,89.91901702591763,0
11,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,20.740169210662472,19.488508322579456,19.876236407945417,28.619704410265925,65.94334091605694,2
12,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,10.472993158201,4.6389818297259,7.351838088602107,34.11171725287649,84.42025092460685,1
13,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,5.6314620508893585,1.8255382580481638,4.504384108782888,22.851882881638176,94.50485175919042,0
14,28.509999999999998,77.14827586206897,344.1176145774935,5.12726027546814,5.093526914087281,1.677795035251999,0.20621723517341328,32.91644772572968,81.84511587273715,0
0,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,4.997175205328899,0.7441312977627452,4.21603158489397,26.22434990126787,83.85603198675047,0
1,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,11.170130952070027,4.534906865588917,1.9661051937939862,39.760719323111836,72.70008105980574,1
2,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,13.987577262231897,1.5146608209468253,5.317872658151365,20.55073439738931,75.2727558955225,1
3,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,39.89663986214578,4.8484394479474195,0.3182137661982651,20.61911581838687,69.39933799734348,2
4,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,2.0925968862135704,0.2362907708120056,11.291703233143284,29.170460177637814,64.46223859863272,0
5,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,27.64100723185852,1.2345542349786531,24.973780385127796,26.279334347547056,94.42018361543407,2
6,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,11.084101448217268,17.52773551376384,33.08791676800226,25.768108756374914,98.05677427037965,2
7,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,5.921367956299463,4.869657232099602,3.3288171010438368,30.8281521469517,57.707252158924355,0
8,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,9.681475707498809,7.802417880895128,11.480577106451966,36.672999238751714,72.0220675156212,1
9,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,4.3201646979473605,3.002067090421373,1.7315666168809751,21.152951643980497,67.12239894173567,0
10,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,3.7806012804620277,33.937467824296604,6.526294797232923,26.945540780610152,79.0233800496848,2
11,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,1.7986710900257372,5.87065673442903,7.87300964625609,29.77795663584903,70.08894003271621,0
12,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,61.09249516730952,21.228900002467967,7.812699870454463,31.387547223645655,81.0330239912292,2
13,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,2.6974203910294205,5.027545216901968,0.3220733309260817,29.510920749736535,77.15122919788315,0
14,28.509999999999998,77.15517241379311,315.1115011743209,3.891351501469387,3.1013592655073485,33.25037971899776,19.215232139189144,34.44286470911812,76.66933143826813,2
0,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,24.479803478191446,1.4001216907623093,12.504626331425879,22.496416279336966,89.71053312747027,2
1,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,3.8717147974961117,20.96307625950449,23.06524437080131,22.975919388102312,73.13378025326968,2
2,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,47.55182655771566,6.605007924873812,15.9342310021217,31.774630442626396,68.76649539598009,2
3,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,4.038830628720911,2.271805529083864,11.477096233735644,27.73081013646056,75.56377311003756,0
4,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,8.134976944906908,8.610429611735501,16.054118543305176,39.614786871668585,70.37921042869084,1
5,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,21.089612902768238,14.461623965025863,6.817686366757302,39.12094287223866,60.023725776420136,2
6,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,1.388489133837174,19.238881908927862,4.626411695579812,36.93937708414121,94.65451025977075,1
7,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,0.7739194642510008,21.49561588070323,4.758283189347398,30.208649780084645,81.32962555466051,1
8,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,31.30648751477731,0.19301169365585844,5.182996511502586,33.75444084861121,86.13534788491143,2
9,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,14.152627988533295,1.4437295559530932,2.8464949704781923,27.17431050834027,90.22186038397524,1
10,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,3.921397790119584,2.3661509123624853,25.256230951600067,20.177265702269377,99.89104278409891,1
11,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,13.55459825324104,17.6299301643837,2.792142068039365,20.2863055533412,86.8934759280765,2
12,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,21.55966723792081,13.489066035480942,1.2331414536817735,35.06855844513938,88.44613910538206,2
13,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,12.894314967982574,14.529297256924131,14.96234139743044,32.27208228474917,54.430235698483955,1
14,28.509999999999998,77.16206896551725,323.3072577796046,5.695386122509004,8.024447805451466,0.8082979657432533,4.187816278602682,28.142129782512555,53.30049220701208,0
0,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,5.147639967592568,1.1765590487807251,13.211885680603842,38.95376051928942,53.61582376289693,0
1,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,37.24387480882423,7.3935154938876115,2.8484374102288164,21.53724150552327,75.0312134035209,2
2,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,18.988618682371413,12.278778577836498,0.41224983596837167,21.45803670735807,70.14366413163185,2
3,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,4.199635312560588,2.644660917325595,2.639201427644093,36.06965486593769,96.46140268159269,0
4,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,6.232397810130403,23.6564206824289,3.1029157124579965,29.528739726875834,61.30144989079999,2
5,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,12.275693543658535,38.62333967976322,7.400494606480768,27.15628168227098,82.39087229952642,2
6,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,1.573894131027728,21.951584356663062,5.594673457625877,28.98699484079284,79.29323942267595,1
7,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,11.763036637821923,0.7448198725566497,9.18117383619504,24.83863360631059,85.69763162532949,1
8,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,20.74776856778063,16.294289459954793,6.43264722459922,30.40339784621502,57.14379806697059,2
9,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,17.91833409164914,3.166432691086065,5.492478167197781,25.685481858550332,56.691418149984656,1
10,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,11.91669088171107,0.5586375972591637,11.047119423344643,26.351735905222334,50.00673465022427,1
11,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,8.587882953653342,0.47984992361252177,2.5855848792782377,34.139529749114324,53.13448108109329,0
12,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,21.941466770577435,0.03827237196396057,2.267649384731964,34.81808112304143,65.81350748646534,1
13,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,1.289584592925522,4.46652667564808,2.5219971079100483,36.8542380432111,65.66739587925716,0
14,28.509999999999998,77.16896551724139,252.05844942958024,8.854424137722116,18.666925892776206,22.244409077040284,4.550709380346371,38.19886287708784,68.86590269815964,2
0,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,39.91700342602459,0.9353024181236151,9.292909157279906,29.876280809138574,69.38244027278236,2
1,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,12.019304008863934,12.169131426351242,0.0349825319339713,23.339061774943975,85.65230253171593,1
2,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,13.173226622009668,33.82792941040541,11.451598862053924,39.01545415462676,85.12702507674035,2
3,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,4.246754988039178,1.113393782120359,12.179620608915846,32.88298442951832,52.40930061966481,0
4,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,5.356391504493085,31.419105125441146,5.5515983519068035,28.654582720394092,72.8849802579647,2
5,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,2.8117087110311494,4.599854525591701,3.693912675616299,21.047100403749447,88.37838142589591,0
6,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,6.4646210719652375,17.26982839782898,15.195541501910858,24.23988109397316,82.86767410850644,1
7,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,7.670314293128918,21.215705393023597,1.9441243757303779,33.556264006200884,80.38760611263612,1
8,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,4.199822344681908,1.4687824248068755,8.436145308683427,34.771949162646614,65.78136718816751,0
9,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,12.421992752165977,5.027432205813675,9.991953366662004,23.984305497881063,94.51075013180872,1
10,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,4.066181912815425,4.585273151883389,0.4787809827496487,22.230244246425528,75.7930951356164,0
11,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,3.737021606708695,18.047245077470063,0.11841924555553365,27.58188097343872,66.86727733845464,1
12,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,0.23420222003852537,1.328098233045887,4.270607243805964,29.857291688948933,70.21448736274345,0
13,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,9.08423565015987,9.041933879635168,0.07978712366522174,29.28190318907008,98.17496204437941,1
14,28.509999999999998,77.17586206896551,344.4909852161994,4.020954612343144,8.783461459017907,11.317832132238966,2.990148637519043,35.47982756305525,88.64607409380575,1
